id,tipo_de_servicio,sede,objeto_de_la_atencion,full_address,calle,numero_exterior,numero_interior,colonia,codigo_postal,alcaldia,referencias_de_ubicacion,horario_de_atencion_horas,dias_de_atencion,correo_electronico,telefono_1,extension_1,telefono_2,extension_2,latitude,longitude,numero_consecutivo,coordenadas
30,Coordinación Territorial,CUJ-2,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Cerrada de Ramirez  S/N S/N Cuajimalpa Centro Cuajimalpa 5000 CDMX,Cerrada de Ramirez,S/N,S/N,Cuajimalpa Centro,5000,Cuajimalpa,"Esquina   con calle Castillo Ledon, a un costado de sector de SSC Cuajimapa",24 hrs.,Lunes-Domingo,alberto_garcia.pelayo@fgj.cdmx.gob.mx,5346 8790,S/N,5346 8791,S/N,19.3570167,-99.2987741,15,"19.3570167,-99.2987741"
31,Coordinación Territorial,CUH-1,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Calle Lerdo 322 S/N San Simón Tolnahuac Cuauhtémoc 06920 CDMX,Calle Lerdo,322,S/N,San Simón Tolnahuac,6920,Cuauhtémoc,Cerca metro Tlatelolco,24 hrs.,Lunes-Domingo,S/C,5346 8877,S/N,5346 8715,S/N,19.4559328,-99.1403293,16,"19.4559328,-99.1403293"
32,Coordinación Territorial,CUH-2,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Calle Juan Aldama y Luis Donaldo Colosio S/N S/N Buenavista Cuauhtémoc 06350 CDMX,Calle Juan Aldama y Luis Donaldo Colosio,S/N,S/N,Buenavista,6350,Cuauhtémoc,A espaldas de la Alcadía Cuauhtémco,24 hrs.,Lunes-Domingo,S/C,5346 8190,S/N,5346 8121,S/N,19.4425413,-99.1515367,17,"19.4425413,-99.1515367"
33,Coordinación Territorial,CUH-3,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Calle Peralvillo 122 S/N Morelos Cuauhtémoc 06200 CDMX,Calle Peralvillo,122,S/N,Morelos,6200,Cuauhtémoc,Estacion metrobus Peralvillo,24 hrs.,Lunes-Domingo,S/C,5346 8726,S/N,5346 8156,S/N,19.4517694,-99.1314096,18,"19.4517694,-99.1314096"
34,Coordinación Territorial,CUH-4,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Calle República de Paraguay  35 S/N Centro Cuauhtémoc 06020 CDMX,Calle República de Paraguay,35,S/N,Centro,6020,Cuauhtémoc,Esquina con Calle Republica de Brasil,24 hrs.,Lunes-Domingo,S/C,5346 8737,S/N,5346 8701,S/N,19.4416495,-99.1336513,19,"19.4416495,-99.1336513"
35,Coordinación Territorial,CUH-6,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Calle Victoria 76 S/N Centro Cuauhtémoc 06020 CDMX,Calle Victoria,76,S/N,Centro,6020,Cuauhtémoc,Cerca metro Juárez,24 hrs.,Lunes-Domingo,S/C,5346 8720,S/N,5346 8722,S/N,19.4317947,-99.1459347,21,"19.4317947,-99.1459347"
36,Coordinación Territorial,GAM-6,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Avenida Francisco Novoa y Nezahualcóyotl S/N S/N Aragón La Villa Gustavo A. Madero 07050 CDMX,Avenida Francisco Novoa y Nezahualcóyotl,S/N,S/N,Aragón La Villa,7050,Gustavo A. Madero,A una cuadra de A. Talismán y FFCC Hidalgo,24 hrs.,Lunes-Domingo,S/C,5346 8944,S/N,5346 8946,S/N,19.4778125,-99.1127072,29,"19.4778125,-99.1127072"
37,Coordinación Territorial,GAM-8,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Avenida 661  S/N S/N Narciso Bassols Gustavo A. Madero 07980 CDMX,Avenida 661,S/N,S/N,Narciso Bassols,7980,Gustavo A. Madero,Entre Av.  604 y Av. 606,24 hrs.,Lunes-Domingo,S/C,5346 8038,S/N,53468039,S/N,19.4551132,-99.0603407,31,"19.4551132,-99.0603407"
38,Coordinación Territorial,IZP-2,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Avenida Ermita Iztapalapa y Callejón de Circunvalación S/N S/N Barrio Santa Bárbara Iztapalapa 09000 CDMX,Avenida Ermita Iztapalapa y Callejón de Circunvalación,S/N,S/N,Barrio Santa Barbara,9000,Iztapalapa,A un costado del Pediátrico,24 hrs.,Lunes-Domingo,S/C,5645 5673,5673,2636 1379,S/N,19.3498696,-99.0722206,35,"19.3498696,-99.0722206"
39,Coordinación Territorial,IZP-5,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Campaña del Ébano y Revolución Social S/N S/N U.H Vicente Guerrero Iztapalapa 09200 CDMX,Campaña del Ébano y Revolución Social,S/N,S/N,U.H Vicente Guerrero,9200,Iztapalapa,Cerca del antirrábico de Iztapalapa,24 hrs.,Lunes-Domingo,S/C,5645 5685,5685,5645 5696,5696,19.3518253,-99.0538832,37,"19.3518253,-99.0538832"
40,Coordinación Territorial,IZP-8,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Calle Zacatlan S/N S/N Lomas de San Lorenzo Iztapalapa 09061 CDMX,Calle Zacatlan,S/N,S/N,Lomas de San Lorenzo,9061,Iztapalapa,Entre Av.Tlahuac y Av. Cempazuchil,24 hrs.,Lunes-Domingo,S/C,5645 5644,5644,5645 5693,5693,19.3127226,-99.0661709,40,"19.3127226,-99.0661709"
41,Coordinación Territorial,IZP-9 e IZP-10,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Avenida Ermita Iztapalapa y Paraje de Zacatepec S/N S/N Paraje de Zacatepec Iztapalapa 09650 CDMX,Avenida Ermita Iztapalapa y Paraje de Zacatepec,S/N,S/N,Paraje de Zacatepec,9650,Iztapalapa,A un costado del Penal de Santa Martha,24 hrs.,Lunes-Domingo,S/C,5645 5697,5697,5645 5698,5698,19.3498696,-99.0722206,41,"19.3498696,-99.0722206"
42,Coordinación Territorial,MC-1,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Jose Moreno Salido  156 S/N Barranca Seca Magdalena Contreras 10580 CDMX,Jose Moreno Salido,156,S/N,Barranca Seca,10580,Magdalena Contreras,Alcaldia Magdalena Contreras,24 hrs.,Lunes-Domingo,S/C,5346 8501,53468501,5346 8501,,19.3051546,-99.2413045,42,"19.3051546,-99.2413045"
43,Coordinación Territorial,MIL-1,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Jalisco y México S/N S/N Villa Milpa Alta Milpa Alta 12000 CDMX,Jalisco y México,S/N,S/N,Villa Milpa Alta,12000,Milpa Alta,Frente Alcaldía Milpa Alta,24 hrs.,Lunes-Domingo,S/C,5200 9125,S/N,S/N,,19.1919449,-99.0241055,49,"19.1919449,-99.0241055"
44,Coordinación Territorial,TLP-2,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Jojutla esquina Matamoros S/N S/N La Joya Tlalpan 14000 CDMX,Jojutla esquina Matamoros,S/N,S/N,La Joya,14000,Tlalpan,Paralela a Calzada de Tlalpan,24 hrs.,Lunes-Domingo,S/C,5200 9336,S/N,5200 9310,,19.2836885,-99.1656149,54,"19.2836885,-99.1656149"
45,Coordinación Territorial,TLP-3,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Jojutla esquina Matamoros S/N S/N La Joya Tlalpan 14000 CDMX,Jojutla esquina Matamoros,S/N,S/N,La Joya,14000,Tlalpan,Paralela a Calzada de Tlalpan,24 hrs.,Lunes-Domingo,S/C,5200 9314,S/N,5200 9300,,19.2836885,-99.1656149,55,"19.2836885,-99.1656149"
